text,label
충전 케이블 지금 가져와,CALL_TRAY_HOBBY
충전기 좀 가져와,CALL_TRAY_HOBBY
충전기 줄 여기로 가져와,CALL_TRAY_HOBBY
충전기 케블 빨리 가져와,CALL_TRAY_HOBBY
충전기 케이블 빨리 가져와,CALL_TRAY_HOBBY
충전끼 여기로 가져와,CALL_TRAY_HOBBY
캐리야 게임 패드 가져와,CALL_TRAY_HOBBY
캐리야 게임 패드 갖다줘,CALL_TRAY_HOBBY
캐리야 게임 패드 트레이 가져와,CALL_TRAY_HOBBY
캐리야 게임 패드 트레이 갖다줘,CALL_TRAY_HOBBY
캐리야 게임패드 좀 갖다줘,CALL_TRAY_HOBBY
캐리야 게임패드 지금 가져와,CALL_TRAY_HOBBY
캐리야 게임패드 트레이 가져와,CALL_TRAY_HOBBY
캐리야 게임패드 트레이 갖다줘,CALL_TRAY_HOBBY
캐리야 게임패트 가져와,CALL_TRAY_HOBBY
캐리야 게임패트 여기로 갖다줘,CALL_TRAY_HOBBY
캐리야 게임패트 트레이 가져와,CALL_TRAY_HOBBY
캐리야 게임패트 트레이 갖다줘,CALL_TRAY_HOBBY
캐리야 뜨개질 빨리 가져와,CALL_TRAY_HOBBY
캐리야 뜨개질 여기로 갖다줘,CALL_TRAY_HOBBY
캐리야 뜨개질 트레이 가져와,CALL_TRAY_HOBBY
캐리야 뜨개질 트레이 갖다줘,CALL_TRAY_HOBBY
캐리야 뜨게질 지금 가져와,CALL_TRAY_HOBBY
캐리야 뜨게질 지금 갖다줘,CALL_TRAY_HOBBY
캐리야 뜨게질 트레이 가져와,CALL_TRAY_HOBBY
캐리야 뜨게질 트레이 갖다줘,CALL_TRAY_HOBBY
캐리야 스케치 북 여기로 갖다줘,CALL_TRAY_HOBBY
캐리야 스케치 북 좀 가져와,CALL_TRAY_HOBBY
캐리야 스케치 북 트레이 가져와,CALL_TRAY_HOBBY
캐리야 스케치 북 트레이 갖다줘,CALL_TRAY_HOBBY
캐리야 스케치북 빨리 가져와,CALL_TRAY_HOBBY
캐리야 스케치북 여기로 갖다줘,CALL_TRAY_HOBBY
캐리야 스케치북 트레이 가져와,CALL_TRAY_HOBBY
캐리야 스케치북 트레이 갖다줘,CALL_TRAY_HOBBY
캐리야 액채 괴물 빨리 가져와,CALL_TRAY_HOBBY
캐리야 액채 괴물 지금 갖다줘,CALL_TRAY_HOBBY
캐리야 액채 괴물 트레이 가져와,CALL_TRAY_HOBBY
캐리야 액채 괴물 트레이 갖다줘,CALL_TRAY_HOBBY
캐리야 액체 괴물 빨리 가져와,CALL_TRAY_HOBBY
캐리야 액체 괴물 지금 갖다줘,CALL_TRAY_HOBBY
캐리야 액체 괴물 트레이 가져와,CALL_TRAY_HOBBY
캐리야 액체 괴물 트레이 갖다줘,CALL_TRAY_HOBBY
캐리야 액체괴물 갖다줘,CALL_TRAY_HOBBY
캐리야 액체괴물 빨리 가져와,CALL_TRAY_HOBBY
캐리야 액체괴물 트레이 가져와,CALL_TRAY_HOBBY
캐리야 액체괴물 트레이 갖다줘,CALL_TRAY_HOBBY
캐리야 충전 케이블 빨리 갖다줘,CALL_TRAY_HOBBY
캐리야 충전 케이블 지금 가져와,CALL_TRAY_HOBBY
캐리야 충전 케이블 트레이 가져와,CALL_TRAY_HOBBY
캐리야 충전 케이블 트레이 갖다줘,CALL_TRAY_HOBBY
캐리야 충전기 여기로 갖다줘,CALL_TRAY_HOBBY
캐리야 충전기 좀 가져와,CALL_TRAY_HOBBY
캐리야 충전기 줄 빨리 갖다줘,CALL_TRAY_HOBBY
캐리야 충전기 줄 좀 가져와,CALL_TRAY_HOBBY
캐리야 충전기 줄 트레이 가져와,CALL_TRAY_HOBBY
캐리야 충전기 줄 트레이 갖다줘,CALL_TRAY_HOBBY
캐리야 충전기 케블 갖다줘,CALL_TRAY_HOBBY
캐리야 충전기 케블 지금 가져와,CALL_TRAY_HOBBY
캐리야 충전기 케블 트레이 가져와,CALL_TRAY_HOBBY
캐리야 충전기 케블 트레이 갖다줘,CALL_TRAY_HOBBY
캐리야 충전기 케이블 빨리 갖다줘,CALL_TRAY_HOBBY
캐리야 충전기 케이블 트레이 가져와,CALL_TRAY_HOBBY
캐리야 충전기 케이블 트레이 갖다줘,CALL_TRAY_HOBBY
캐리야 충전기 트레이 가져와,CALL_TRAY_HOBBY
캐리야 충전기 트레이 갖다줘,CALL_TRAY_HOBBY
캐리야 충전끼 가져와,CALL_TRAY_HOBBY
캐리야 충전끼 여기로 갖다줘,CALL_TRAY_HOBBY
캐리야 충전끼 트레이 가져와,CALL_TRAY_HOBBY
캐리야 충전끼 트레이 갖다줘,CALL_TRAY_HOBBY
당뇨 약 좀 가져와,CALL_TRAY_MEDICINE
당뇨약 좀 가져와,CALL_TRAY_MEDICINE
당뇨약이 빨리 가져와,CALL_TRAY_MEDICINE
돋보기 가져와,CALL_TRAY_MEDICINE
돋보기 안경 여기로 가져와,CALL_TRAY_MEDICINE
비타민 가져와,CALL_TRAY_MEDICINE
비타민제 가져와,CALL_TRAY_MEDICINE
안경 가져와,CALL_TRAY_MEDICINE
약 좀 가져와,CALL_TRAY_MEDICINE
영양재 여기로 가져와,CALL_TRAY_MEDICINE
영양제 빨리 가져와,CALL_TRAY_MEDICINE
캐리야 당뇨 약 여기로 가져와,CALL_TRAY_MEDICINE
캐리야 당뇨 약 좀 갖다줘,CALL_TRAY_MEDICINE
캐리야 당뇨 약 트레이 가져와,CALL_TRAY_MEDICINE
캐리야 당뇨 약 트레이 갖다줘,CALL_TRAY_MEDICINE
캐리야 당뇨약 빨리 갖다줘,CALL_TRAY_MEDICINE
캐리야 당뇨약 좀 가져와,CALL_TRAY_MEDICINE
캐리야 당뇨약 트레이 가져와,CALL_TRAY_MEDICINE
캐리야 당뇨약 트레이 갖다줘,CALL_TRAY_MEDICINE
캐리야 당뇨약이 빨리 갖다줘,CALL_TRAY_MEDICINE
캐리야 당뇨약이 좀 가져와,CALL_TRAY_MEDICINE
캐리야 당뇨약이 트레이 가져와,CALL_TRAY_MEDICINE
캐리야 당뇨약이 트레이 갖다줘,CALL_TRAY_MEDICINE
캐리야 돋보기 안경 가져와,CALL_TRAY_MEDICINE
캐리야 돋보기 안경 갖다줘,CALL_TRAY_MEDICINE
캐리야 돋보기 안경 트레이 가져와,CALL_TRAY_MEDICINE
캐리야 돋보기 안경 트레이 갖다줘,CALL_TRAY_MEDICINE
캐리야 돋보기 좀 갖다줘,CALL_TRAY_MEDICINE
캐리야 돋보기 지금 가져와,CALL_TRAY_MEDICINE
캐리야 돋보기 트레이 가져와,CALL_TRAY_MEDICINE
캐리야 돋보기 트레이 갖다줘,CALL_TRAY_MEDICINE
캐리야 비타민 빨리 갖다줘,CALL_TRAY_MEDICINE
캐리야 비타민 트레이 가져와,CALL_TRAY_MEDICINE
캐리야 비타민 트레이 갖다줘,CALL_TRAY_MEDICINE
캐리야 비타민제 좀 갖다줘,CALL_TRAY_MEDICINE
캐리야 비타민제 지금 가져와,CALL_TRAY_MEDICINE
캐리야 비타민제 트레이 가져와,CALL_TRAY_MEDICINE
캐리야 비타민제 트레이 갖다줘,CALL_TRAY_MEDICINE
캐리야 안경 갖다줘,CALL_TRAY_MEDICINE
캐리야 안경 좀 가져와,CALL_TRAY_MEDICINE
캐리야 안경 트레이 가져와,CALL_TRAY_MEDICINE
캐리야 안경 트레이 갖다줘,CALL_TRAY_MEDICINE
캐리야 약 좀 가져와,CALL_TRAY_MEDICINE
캐리야 약 지금 갖다줘,CALL_TRAY_MEDICINE
캐리야 약 트레이 가져와,CALL_TRAY_MEDICINE
캐리야 약 트레이 갖다줘,CALL_TRAY_MEDICINE
캐리야 영양재 좀 갖다줘,CALL_TRAY_MEDICINE
캐리야 영양재 지금 가져와,CALL_TRAY_MEDICINE
캐리야 영양재 트레이 가져와,CALL_TRAY_MEDICINE
캐리야 영양재 트레이 갖다줘,CALL_TRAY_MEDICINE
캐리야 영양제 빨리 가져와,CALL_TRAY_MEDICINE
캐리야 영양제 지금 갖다줘,CALL_TRAY_MEDICINE
캐리야 영양제 트레이 가져와,CALL_TRAY_MEDICINE
캐리야 영양제 트레이 갖다줘,CALL_TRAY_MEDICINE
캐리야 통풍 약 빨리 가져와,CALL_TRAY_MEDICINE
캐리야 통풍 약 빨리 갖다줘,CALL_TRAY_MEDICINE
캐리야 통풍 약 트레이 가져와,CALL_TRAY_MEDICINE
캐리야 통풍 약 트레이 갖다줘,CALL_TRAY_MEDICINE
캐리야 통풍약 빨리 가져와,CALL_TRAY_MEDICINE
캐리야 통풍약 좀 갖다줘,CALL_TRAY_MEDICINE
캐리야 통풍약 트레이 가져와,CALL_TRAY_MEDICINE
캐리야 통풍약 트레이 갖다줘,CALL_TRAY_MEDICINE
캐리야 한 약 가져와,CALL_TRAY_MEDICINE
캐리야 한 약 지금 갖다줘,CALL_TRAY_MEDICINE
캐리야 한 약 트레이 가져와,CALL_TRAY_MEDICINE
캐리야 한 약 트레이 갖다줘,CALL_TRAY_MEDICINE
캐리야 한약 좀 갖다줘,CALL_TRAY_MEDICINE
캐리야 한약 트레이 가져와,CALL_TRAY_MEDICINE
캐리야 한약 트레이 갖다줘,CALL_TRAY_MEDICINE
캐리야 혈압 약 갖다줘,CALL_TRAY_MEDICINE
캐리야 혈압 약 좀 가져와,CALL_TRAY_MEDICINE
캐리야 혈압 약 트레이 가져와,CALL_TRAY_MEDICINE
캐리야 혈압 약 트레이 갖다줘,CALL_TRAY_MEDICINE
캐리야 혈압약 갖다줘,CALL_TRAY_MEDICINE
캐리야 혈압약 좀 가져와,CALL_TRAY_MEDICINE
캐리야 혈압약 트레이 가져와,CALL_TRAY_MEDICINE
캐리야 혈압약 트레이 갖다줘,CALL_TRAY_MEDICINE
통풍 약 지금 가져와,CALL_TRAY_MEDICINE
통풍약 가져와,CALL_TRAY_MEDICINE
한 약 좀 가져와,CALL_TRAY_MEDICINE
한약 가져와,CALL_TRAY_MEDICINE
혈압 약 여기로 가져와,CALL_TRAY_MEDICINE
혈압약 지금 가져와,CALL_TRAY_MEDICINE
거기서 정지,STOP
멈처,STOP
멈춰줘,STOP
스탑해,STOP
스톱해,STOP
운행 정지,STOP
정지 해,STOP
정지해 줘,STOP
캐리 멈처,STOP
캐리 아 멈춰,STOP
캐리아 멈춰,STOP
캐리아 정지,STOP
케리 정지해,STOP
케리야 멈춰,STOP
기지로 돌아가,RETURN_HOME
돌아 와,RETURN_HOME
돌아가줘,RETURN_HOME
돌아와,RETURN_HOME
복귀,RETURN_HOME
복귀 해,RETURN_HOME
복귀하자,RETURN_HOME
본래 자리로 돌아가,RETURN_HOME
원 위치로 돌아가,RETURN_HOME
원래 자리로 가,RETURN_HOME
원위치로 돌아가,RETURN_HOME
제 자리로 가,RETURN_HOME
제자리로 가,RETURN_HOME
집으로 가,RETURN_HOME
충전 위치로 가,RETURN_HOME
캐리 복귀해,RETURN_HOME
캐리 아 돌아가,RETURN_HOME
캐리아 돌아가,RETURN_HOME
케리 복귀해,RETURN_HOME
케리야 돌아가,RETURN_HOME
홈으로 가,RETURN_HOME
기기 상태 알려줘,STATUS_CHECK
배터리 몇 퍼센트야,STATUS_CHECK
배터리 상태 알려줘,STATUS_CHECK
배터리 알려줘,STATUS_CHECK
베터리 상태 알려줘,STATUS_CHECK
상태 알려 줘,STATUS_CHECK
상태 알여줘,STATUS_CHECK
상태 체크해,STATUS_CHECK
상태 확인해,STATUS_CHECK
어디쯤이야,STATUS_CHECK
지금 상태 어때,STATUS_CHECK
캐리 상태 확인,STATUS_CHECK
캐리아 상태 알려줘,STATUS_CHECK
캐리야 배터리 확인,STATUS_CHECK
캐리야 상태 알려줘,STATUS_CHECK
케리야 상태 알려줘,STATUS_CHECK
현재 상태 알려줘,STATUS_CHECK
게임패드 얼마야,UNKNOWN
기저귀 가격 알려줘,UNKNOWN
내일 일정 알려줘,UNKNOWN
노래 틀어줘,UNKNOWN
뉴스 알려줘,UNKNOWN
당뇨약 부작용 알려줘,UNKNOWN
돋보기 어디서 사,UNKNOWN
문 닫아줘,UNKNOWN
물 끓여줘,UNKNOWN
불 좀 꺼줘,UNKNOWN
비타민 추천해줘,UNKNOWN
세탁기 돌려줘,UNKNOWN
스케치북 그림 그려줘,UNKNOWN
안경 도수 알려줘,UNKNOWN
액체괴물 만드는 법 알려줘,UNKNOWN
약 먹는 시간 알려줘,UNKNOWN
에어컨 꺼줘,UNKNOWN
오늘 날씨 알려줘,UNKNOWN
오늘 일정 알려줘,UNKNOWN
요리법 알려줘,UNKNOWN
인터넷 검색해줘,UNKNOWN
젖병 어디서 사,UNKNOWN
조명 어둡게 해줘,UNKNOWN
타이머 맞춰줘,UNKNOWN
텔레비전 켜줘,UNKNOWN
한약 효과 알려줘,UNKNOWN
혈압약 설명해줘,UNKNOWN
캐리아 기저기 가져와,CALL_TRAY_BABY
케리야 물 티슈 갖다줘,CALL_TRAY_BABY
젓병 좀 챙겨줘,CALL_TRAY_BABY
아이 장난감 불러줘,CALL_TRAY_BABY
게임 패드 불러줘,CALL_TRAY_HOBBY
충전 케이블 좀 갖다줘,CALL_TRAY_HOBBY
액체 괴물 불러줘,CALL_TRAY_HOBBY
뜨게질 도구 가져와,CALL_TRAY_HOBBY
혈압 약 챙겨줘,CALL_TRAY_MEDICINE
당뇨 약 불러줘,CALL_TRAY_MEDICINE
비타민 챙겨줘,CALL_TRAY_MEDICINE
그만해,STOP
충전 장소로 가,RETURN_HOME
